,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
6302,金座商事（株）,松隈　龍一,東京都千代田区飯田橋４－６－９ロックフィールドビル,5010001014308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 732, ,805,0,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6303,（株）近代設備,阿知波　武志,京都府京都市山科区西野山射庭ノ上町６７－８０,8130001053167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1816, ,635,0,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6304,邦設備工業（株）,小林　邦雄,兵庫県神戸市西区伊川谷町有瀬６６３－１３,7140001004673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 232, ,1008,0,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6305,（株）クノリテクニカ,九野里　高史,京都府京都市北区大将軍東鷹司町５９－３,7130001004666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 835, ,786,0,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6306,（株）京津商会,川向　洋司,滋賀県彦根市正法寺町２３５－１,6130001012637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1958, ,585,0,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6307,ケーズ・ファクトリー（株）,鈴木　健司,三重県松阪市桜町２５－３,9190001024145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1908, ,608,0,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6308,（株）小泉鉄工,野田　真澄,北海道士別市南町東４区１８７６ー１２,8450001007561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 535, ,861,0,861,,,,,,,,,,,,,,,,,,,,,,,,,○,1808, ,821,0,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 505, ,881,0,881,,,,,,,,,,,,,,,,,,,20211115
6309,鉱研工業（株）,木山　隆二郎,東京都豊島区高田２－１７－２２,8013301022968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 724, ,807,0,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,  43, ,957,0,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6310,光伸（株）,川崎　義徳,大阪府大阪市鶴見区鶴見６－９－２６,9120001079030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 405, ,902,0,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 392, ,992,0,992,,,,,,,,,,,,,,,,,,,20211115
6311,工進設備,平本　真二,奈良県天理市岸田町２８２－５,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1919, ,602,0,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6312,（株）神戸サンソ,岡野　洋太郎,兵庫県神戸市東灘区魚崎南町３－２－２,5140001002852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1253, ,724,0,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 863, ,710,0,710,,,,,,,,,,,,,,,,,,,20211115
6313,神戸市管工事業（同）,高井　豊司,兵庫県神戸市兵庫区下沢通３－４－２５,5140005003228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1792, ,641,0,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6314,神戸設備工業（株）,伊藤　泰博,兵庫県神戸市灘区友田町４－１－２,5140001004329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 583, ,844,0,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6315,（株）神戸トラスト,竹安　克美,兵庫県神戸市兵庫区大開通２－１－８,3140001038080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1999, ,527,0,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6316,神戸マシナリー（株）,山本　健史,兵庫県神戸市灘区原田通２－１－３－１０１,1140001105980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1896, ,612,0,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6317,（株）光和設備,有本　和貴,和歌山県田辺市新庄町１８２２－１,5170001009317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 428,-01,893,0,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6318,（株）小木土木,小木　晋平,福井県吉田郡永平寺町松岡越坂２－１－４３,1210001008516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 922, ,772,0,772,,,,,,,,,,,,,,,,,,,,,,,,,○,2524, ,758,0,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6319,（株）コスミック,祝迫　健夫,神奈川県鎌倉市岡本１－２２－２５,8010001072393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1959, ,583,0,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6320,（有）児玉管工,児玉　洋一郎,兵庫県神戸市兵庫区東出町２－２－３０,9140002011270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1127, ,741,0,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1100, ,616,0,616,,,,,,,,,,,,,,,,,,,20211115
6321,壽化工機（株）,佐藤　淳平,愛知県名古屋市瑞穂区豊岡通１－１４,7180001010197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 386, ,912,0,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 852, ,713,0,713,,,,,,,,,,,,,,,,,,,20211115
6322,（株）寿水道,板東　祥晃,大阪府堺市中区深阪３－２－２,3120101002269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 555, ,854,0,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6323,前川設備工業（株）,前川　良美,兵庫県姫路市書写１２８０－１,6140001061567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 511, ,867,0,867,,,,,,,,,,,,,,,,,,,,,,,,,○,2959, ,718,0,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6324,（株）増田商会,増田　丁也,福井県福井市足羽１－３－６,7210001003742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 526, ,864,0,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6325,松尾設備工業（株）,西村　清美,京都府京都市左京区川端通二条上ル新生洲町１１５,8130001007321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1163, ,735,0,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6326,松熊工業（株）,松熊　秀樹,香川県高松市一宮町１１２７－５,4470001003802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 842, ,784,0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6327,丸石テクノ（株）,大橋　利浩,愛知県名古屋市千種区上野３－９－１１,6180001002971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 381, ,914,0,914,,,,,,,,,,,,,,,,,,,○, 617, ,758,0,758,○,2865, ,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6328,（株）マルゼン,渡辺　恵一,東京都台東区根岸２－１９－１８,3010501014528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,  26, ,1326,0,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6329,（有）マルニ空調,谷田　一郎,大阪府堺市中区辻之７５９－２,9120102016535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 947, ,769,0,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6330,ミウラ化学装置（株）,三浦　紀彦,大阪府堺市美原区木材通２－２－１,6120001033799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 311, ,945,0,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 177, ,987,735,1722,,,,,,,,,,,,,,,,,,,20211115
6331,三重ライニング（株）,高島　直子,三重県桑名市大字太夫字西浦１８６－１,4190001013152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1841, ,629,0,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6332,ミサワ環境技術（株）,伊奈　一彦,広島県三次市向江田町４２５２－２,1240001040912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1052,-01,751,0,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 101,-01,743,0,743,,,,,,,○,1021,-01,662,0,662,,,,,,,,,,,,,,,,,,,20211115
6333,三谷産業コンストラクションズ（株）,土田　和宏,石川県野々市市御経塚３－４７,4220001006846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 190, ,1050,0,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6334,（株）みどり防災,田中　信明,兵庫県姫路市飾磨区阿成植木１０３２,9140001064360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1727,-01,654,0,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6335,ミノルエンジニアリング（株）,家倉　実,福井県敦賀市昭和町１－１７－１０,9210001010794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 590, ,840,0,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 892, ,704,0,704,,,,,,,,,,,,,,,,,,,20211115
6336,（有）ミュートス,杉原　毅彦,福井県敦賀市市野々町１－６０５,9210002010728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 532, ,862,0,862,,,,,,,,,,,,,,,,,,,,,,,,,○,3191, ,692,0,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 250, ,698,683,1381,,,,,,,,,,,,,,,,,,,20211115
6337,美和設備工業（株）,栢瀬　秀樹,大阪府堺市北区百舌鳥梅北町２－７０－６,7120101007149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 430, ,892,0,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6338,（株）村田設備,高尾　直一,東京都杉並区井草３－６－７,6011301007017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 362, ,924,0,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6339,（有）メイテック,武内　東明,兵庫県神戸市北区北五葉１－１２－３６,2140002025855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1515, ,689,0,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6340,（株）名阪設備,菅野　清正,奈良県天理市石上町６０７－１,7150001006768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1174, ,734,0,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6341,（株）森川鑿泉工業所,森川　俊英,大阪府摂津市千里丘１－６－１７,6120901010138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1576, ,679,0,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 102, ,742,0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6342,長尾水道（株）,山本　正雄,大阪府枚方市長尾元町２－１３－１０,9120001150212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 728, ,806,0,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6343,（株）長崎イシガキ,石垣　真,長崎県長崎市勝山町３７　長崎勝山３７ビル　４階,2310001003051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 809, ,792,0,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 592, ,819,0,819,,,,,,,,,,,,,,,,,,,20211115
6344,（株）ながさわ設備,長澤　伸好,京都府京都市南区吉祥院稲葉町３７,7130001027469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1234, ,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6345,中島設備工業（株）,中島　敏雄,京都府京都市山科区川田御出町３番地２,7130001013097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 664, ,819,0,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6346,中田水道工業（株）,中田　進市,兵庫県洲本市宇原５５２,8140001084822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 663, ,819,0,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6347,（株）中辻鑿泉,中辻　茂樹,大阪府東大阪市本庄１－７－５,2122001028444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1983, ,555,0,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 160, ,602,0,602,,,,,,,○,1133, ,565,0,565,,,,,,,,,,,,,,,,,,,20211115
6348,中村工業（株）,中村　智,兵庫県神戸市中央区筒井町３－１－９,8140001009812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 458, ,881,0,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6349,（株）ナカムラ工業,中村　守福,京都府京都市南区吉祥院春日町２１－１３,8130001042525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1665, ,664,0,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6350,（株）夏目製作所,藤澤　知佳子,東京都文京区湯島２－１８－６,6010001005751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1124, ,741,0,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6351,（株）西原ネオ,月橋　伸夫,東京都港区芝浦３－６－１８　西原ビル２階,5010401021473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 144, ,1108,0,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 524, ,863,0,863,,,,,,,,,,,,,,,,,,,20211115
6352,日冷工業（株）,笠井　秀人,兵庫県西宮市鳴尾町１－１８－１２,4140001069785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 620, ,829,0,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6353,（株）日研ハイドロクリーン社,池田　伸吾,兵庫県明石市藤江１８０６－７,8140001035288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 665, ,819,0,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6354,ニッシン（株）,田上　育宏,兵庫県神戸市東灘区御影本町５－２－１７,5140001002200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 813, ,790,0,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6355,日東化工機（株）,牛込　公彦,東京都江東区常盤１－１７－１１,5010601006547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 467, ,879,0,879,,,,,,,,,,,,,,,,,,,,,,,,,○,2736, ,739,0,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 213, ,878,695,1573,,,,,,,,,,,,,,,,,,,20211115
6356,日本カルミック（株）,高居　隆章,東京都千代田区九段北１－１４－１６,8010001032991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 147, ,1103,0,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6357,日本調理機（株）,齋藤　有史,東京都大田区東六郷３－１５－８,8010801009041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,  72, ,1216,0,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6358,日本ヒーティングサービス（株）,南　基晴,大阪府堺市堺区砂道町３－２－１７,3120101005676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 786, ,796,0,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6359,日本フェンオール（株）,田原　仁志,東京都千代田区飯田橋１－５－１０,5010001033646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 114, ,1133,0,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6360,（株）日本プラント建設,渡邊　厚史,東京都江東区高橋１３－１５,1010601023562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 718, ,807,0,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 965, ,683,0,683,,,,,,,,,,,,,,,,,,,20211115
6361,（株）布引,村上　義文,兵庫県神戸市中央区楠町１－１１－７,1140001010058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1619, ,673,0,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6362,（株）ネツケン,岩本　幸夫,大阪府寝屋川市香里本通町１９ー９,2120001151290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1913, ,605,0,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6363,寝屋川市指定上下水道工事業（同）,小西　隆夫,大阪府寝屋川市本町１－２０,4120005012850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1787, ,642,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6364,（株）ライフテック,川上　雅之,大阪府大阪市北区松ヶ枝町２－３,8120001071913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1006, ,759,0,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6365,ロイヤル防災（株）,清水　力也,千葉県浦安市北栄３－１９－１８,3040001030130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1606, ,676,0,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
6366,ローレル（株）,牧野　穰造,和歌山県和歌山市谷１１５番地,4170001003584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1048, ,752,0,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 651, ,790,0,790,,,,,,,,,,,,,,,,,,,20211115
6367,（株）サーモビルダー,畠仲　聡,大阪府枚方市大峰南町２－１５,1120001149633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1660, ,665,0,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
